guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_941	Gnl3	478	33	5	20	78	38	101
mDDR_942	Gnl3	190	8	0	4	35	37	80
mDDR_943	Gnl3	2065	87	16	146	549	109	249
mDDR_944	Gnl3	811	51	8	289	297	48	171
mDDR_945	Gnl3	1446	329	18	604	326	144	440
mDDR_946	Gnl3	2550	553	16	81	354	190	379
mDDR_947	Gnl3	1827	135	1	97	156	60	116
mDDR_948	Gnl3	1663	821	18	748	824	489	617
mDDR_949	Gnl3	1191	79	4	313	274	65	189
mDDR_950	Gnl3	1405	868	21	690	682	414	626
mDDR_951	Gtf2h1	1130	555	2	298	376	178	404
mDDR_952	Gtf2h1	1611	464	19	1181	1020	392	602
mDDR_953	Gtf2h1	3907	980	45	1301	1219	534	1377
mDDR_954	Gtf2h1	2097	403	17	629	861	257	455
mDDR_955	Gtf2h1	1695	103	11	190	686	94	429
mDDR_956	Gtf2h1	1497	95	13	1198	812	315	476
mDDR_957	Gtf2h1	2731	820	16	1951	1816	438	910
mDDR_958	Gtf2h1	3116	589	34	1069	1670	421	915
mDDR_959	Gtf2h1	2004	554	28	681	1101	317	998
mDDR_960	Gtf2h1	2007	524	19	2032	1645	500	583
mDDR_961	Gtf2h2	1204	395	21	311	545	203	301
mDDR_962	Gtf2h2	1974	267	14	457	734	259	331
mDDR_963	Gtf2h2	2657	178	10	413	402	276	323
mDDR_964	Gtf2h2	1034	72	4	167	459	192	351
mDDR_965	Gtf2h2	2480	284	15	587	1017	226	419
mDDR_966	Gtf2h2	4598	2490	75	2791	2655	1225	2486
mDDR_967	Gtf2h2	2310	121	5	313	533	172	359
mDDR_968	Gtf2h2	3352	371	11	615	772	193	308
mDDR_969	Gtf2h2	1410	626	17	624	816	192	390
mDDR_970	Gtf2h2	2100	837	22	990	1097	351	707
mDDR_971	Gtf2h3	2193	185	25	172	651	248	620
mDDR_972	Gtf2h3	2680	262	13	550	485	339	407
mDDR_973	Gtf2h3	1509	26	2	103	336	155	286
mDDR_974	Gtf2h3	426	77	5	57	88	32	68
mDDR_975	Gtf2h3	3806	1412	68	2089	2015	1026	1828
mDDR_976	Gtf2h3	3288	902	44	1416	1388	631	395
mDDR_977	Gtf2h3	3165	591	28	752	1065	417	777
mDDR_978	Gtf2h3	4068	973	51	1712	1707	788	1226
mDDR_979	Gtf2h3	1910	372	17	708	840	258	423
mDDR_980	Gtf2h3	3223	402	38	895	1172	364	468
mDDR_981	Gtf2h4	1539	649	21	1393	1336	336	933
mDDR_982	Gtf2h4	3978	294	27	292	845	320	256
mDDR_983	Gtf2h4	2252	1666	40	2450	1924	816	1888
mDDR_984	Gtf2h4	1204	151	5	572	463	159	260
mDDR_985	Gtf2h4	4277	962	61	1190	2105	658	1060
mDDR_986	Gtf2h4	3011	211	17	501	907	212	441
mDDR_987	Gtf2h4	2319	123	10	254	534	111	430
mDDR_988	Gtf2h4	2281	182	12	372	795	276	338
mDDR_989	Gtf2h4	2796	1272	45	1522	2273	683	1391
mDDR_990	Gtf2h4	3793	2135	84	1709	1998	825	1715
mDDR_991	Gtf2h5	585	174	14	285	338	120	344
mDDR_992	Gtf2h5	3863	3637	73	4282	2650	1393	2693
mDDR_993	Gtf2h5	1998	930	28	1547	1279	554	962
mDDR_994	Gtf2h5	1903	615	21	1027	1137	345	760
mDDR_995	Gtf2h5	2232	1108	27	1240	1011	361	671
mDDR_996	Gtf2h5	2936	1129	49	2565	1743	829	1229
mDDR_997	Gtf2h5	1716	1410	33	2976	1455	528	877
mDDR_998	Gtf2h5	1394	408	24	682	529	222	469
mDDR_999	Gtf2h5	2838	2203	43	2946	2445	657	1676
mDDR_1000	Gtf2h5	2240	969	32	1540	1534	693	746
mDDR_1001	H2afx	1393	674	16	1248	985	410	458
mDDR_1002	H2afx	1128	860	15	819	882	223	316
mDDR_1003	H2afx	1384	927	18	687	1044	259	607
mDDR_1004	H2afx	2218	908	14	1123	1468	337	804
mDDR_1005	H2afx	1746	661	25	869	742	169	624
mDDR_1006	H2afx	1347	939	23	1530	922	311	790
mDDR_1007	H2afx	1232	565	35	1086	807	312	823
mDDR_1008	H2afx	748	235	10	1291	875	349	744
mDDR_1009	H2afx	1040	537	16	1529	623	216	448
mDDR_1010	H2afx	1279	396	27	451	704	156	283
mDDR_1011	Hdac1	2931	1530	60	2503	2645	960	1954
mDDR_1012	Hdac1	2958	1168	49	1352	1638	612	749
mDDR_1013	Hdac1	1332	447	18	818	1159	228	459
mDDR_1014	Hdac1	3408	1758	51	2855	3168	981	1665
mDDR_1015	Hdac1	1547	920	41	1668	1270	572	1732
mDDR_1016	Hdac1	1414	623	12	666	776	270	480
mDDR_1017	Hdac1	876	187	6	685	424	99	217
mDDR_1018	Hdac1	1055	660	24	1684	913	230	811
mDDR_1019	Hdac1	1508	862	18	944	1106	303	833
mDDR_1020	Hdac1	1232	257	17	643	526	190	295
mDDR_1021	Hdac2	647	219	11	502	526	151	328
mDDR_1022	Hdac2	1974	771	29	731	1187	372	538
mDDR_1023	Hdac2	2617	914	36	1737	1872	399	765
mDDR_1024	Hdac2	1819	765	20	1067	1123	439	564
mDDR_1025	Hdac2	1608	1032	36	1368	1611	460	744
mDDR_1026	Hdac2	1652	867	22	1175	869	348	607
mDDR_1027	Hdac2	2785	820	32	2007	1710	903	1298
mDDR_1028	Hdac2	2872	1334	53	1842	1829	687	1125
mDDR_1029	Hdac2	2878	733	31	1839	1171	441	939
mDDR_1030	Hdac2	2452	1466	29	2485	2165	716	1108
mDDR_1031	Hdac3	670	120	9	41	203	112	132
mDDR_1032	Hdac3	1125	33	4	14	257	79	107
mDDR_1033	Hdac3	3021	299	9	315	555	315	422
mDDR_1034	Hdac3	3821	755	47	1944	1718	647	1406
mDDR_1035	Hdac3	770	107	3	42	354	258	48
mDDR_1036	Hdac3	3408	373	22	604	1691	480	855
mDDR_1037	Hdac3	1926	627	19	704	1013	234	1132
mDDR_1038	Hdac3	1699	266	15	469	654	149	366
mDDR_1039	Hdac3	2929	1926	49	3130	2239	908	1809
mDDR_1040	Hdac3	2085	459	11	414	783	279	667
mDDR_1041	Hdac4	2404	1102	20	2056	1894	547	1166
mDDR_1042	Hdac4	3018	1905	52	2898	2482	1044	1291
mDDR_1043	Hdac4	1469	789	22	2106	1176	564	1162
mDDR_1044	Hdac4	1243	221	28	1671	903	304	321
mDDR_1045	Hdac4	2073	1160	36	1949	1598	631	1441
mDDR_1046	Hdac4	1434	698	15	635	1169	396	662
mDDR_1047	Hdac4	1138	568	11	822	528	177	364
mDDR_1048	Hdac4	2687	1420	37	2397	1825	901	1012
mDDR_1049	Hdac4	1263	499	14	1579	876	457	959
mDDR_1050	Hdac4	1763	1042	27	1064	1290	591	655
mDDR_1051	Hdac5	2124	1392	35	1987	1803	714	1125
mDDR_1052	Hdac5	1590	533	11	1348	799	428	904
mDDR_1053	Hdac5	492	255	8	635	451	185	616
mDDR_1054	Hdac5	2674	1481	38	2958	2307	1036	1883
mDDR_1055	Hdac5	3302	2456	58	4248	3219	942	1910
mDDR_1056	Hdac5	1549	709	32	1821	897	500	1009
mDDR_1057	Hdac5	1672	1313	30	2053	1591	608	1083
mDDR_1058	Hdac5	2585	1198	36	2031	2044	1075	1328
mDDR_1059	Hdac5	1775	1013	26	2404	1250	676	861
mDDR_1060	Hdac5	1873	1000	58	1906	2352	742	1200
mDDR_1061	Helq	1190	848	31	1831	1334	552	854
mDDR_1062	Helq	1028	470	15	847	756	456	511
mDDR_1063	Helq	610	237	10	731	689	249	394
mDDR_1064	Helq	2036	1692	24	1928	1294	428	910
mDDR_1065	Helq	1102	301	6	399	394	185	361
mDDR_1066	Helq	1364	609	14	605	898	339	434
mDDR_1067	Helq	2504	1685	33	2856	2273	870	1727
mDDR_1068	Helq	2802	862	10	1482	1248	451	631
mDDR_1069	Helq	2522	1845	70	1797	2169	958	1883
mDDR_1070	Helq	1864	509	14	2255	1049	408	795
mDDR_1071	Hltf	2096	870	16	1782	1198	462	638
mDDR_1072	Hltf	2041	1072	24	1832	1798	566	1065
mDDR_1073	Hltf	2480	1503	45	3334	2290	818	1373
mDDR_1074	Hltf	2569	1359	54	1719	1471	681	1043
mDDR_1075	Hltf	1885	600	27	1807	846	335	1074
mDDR_1076	Hltf	1717	223	6	553	575	196	464
mDDR_1077	Hltf	3464	1297	56	3338	2499	768	1546
mDDR_1078	Hltf	948	450	10	1119	1119	272	694
mDDR_1079	Hltf	989	334	11	596	1116	237	531
mDDR_1080	Hltf	1125	374	22	755	663	278	729
mDDR_1081	Hmgb1	345	123	4	201	262	232	290
mDDR_1082	Hmgb1	3063	1570	18	1983	1592	563	1269
mDDR_1083	Hmgb1	1797	894	32	1896	1088	542	1325
mDDR_1084	Hmgb1	1357	306	15	1186	1397	316	692
mDDR_1085	Hmgb1	2868	1300	28	1680	1701	727	1614
mDDR_1086	Hmgb1	2136	654	12	597	846	260	320
mDDR_1087	Hmgb1	2445	664	20	1546	1256	393	535
mDDR_1088	Hmgb1	1244	405	6	399	209	115	268
mDDR_1089	Hmgb1	1931	235	19	251	893	185	195
mDDR_1090	Hmgb1	3431	1691	46	1837	2081	628	1067
mDDR_1091	Hus1	1621	165	8	183	1027	261	399
mDDR_1092	Hus1	4673	910	39	1914	2271	1049	1620
mDDR_1093	Hus1	2920	1537	46	1130	1123	464	566
mDDR_1094	Hus1	2204	560	24	786	724	277	470
mDDR_1095	Hus1	4138	1579	36	552	1162	432	928
mDDR_1096	Hus1	2483	2148	67	255	595	263	433
mDDR_1097	Hus1	3052	461	25	499	1082	308	733
mDDR_1098	Hus1	1168	196	6	140	706	131	356
mDDR_1099	Hus1	2288	1967	51	2305	1562	515	1255
mDDR_1100	Hus1	2326	578	35	1312	1959	517	1302
mDDR_1101	Inip	1997	1630	45	2108	1234	539	1107
mDDR_1102	Inip	3694	1156	31	1627	1277	613	858
mDDR_1103	Inip	1801	800	25	1222	1410	468	974
mDDR_1104	Inip	889	563	8	740	571	194	271
mDDR_1105	Inip	2920	1174	48	2186	1860	1049	1745
mDDR_1106	Inip	5872	2695	47	2406	3499	1061	2174
mDDR_1107	Inip	3015	1558	40	3329	2610	741	1822
mDDR_1108	Inip	2400	1507	47	2429	1739	660	1460
mDDR_1109	Inip	1329	484	24	741	985	323	606
mDDR_1110	Inip	1396	700	28	742	860	374	368
mDDR_1111	Ino80	930	323	19	1075	935	240	372
mDDR_1112	Ino80	3149	270	20	831	1556	278	661
mDDR_1113	Ino80	2738	925	22	1009	1476	505	707
mDDR_1114	Ino80	1533	566	12	981	786	305	604
mDDR_1115	Ino80	1476	757	34	2036	989	361	1158
mDDR_1116	Ino80	2220	361	38	1099	1368	413	786
mDDR_1117	Ino80	1366	296	4	490	724	144	477
mDDR_1118	Ino80	1238	159	4	765	476	86	283
mDDR_1119	Ino80	1382	356	17	532	850	222	593
mDDR_1120	Ino80	1904	649	23	1048	1572	473	1076
mDDR_1121	Ino80c	1851	1082	29	2564	1767	464	1282
mDDR_1122	Ino80c	1597	590	30	1226	1246	340	608
mDDR_1123	Ino80c	2261	725	24	1036	1161	342	922
mDDR_1124	Ino80c	2339	1825	44	2372	1322	759	1066
mDDR_1125	Ino80c	2283	1470	49	2128	2155	676	1691
mDDR_1126	Ino80c	750	274	12	400	506	234	170
mDDR_1127	Ino80c	1612	517	11	861	1109	465	849
mDDR_1128	Ino80c	2712	966	40	960	1643	491	644
mDDR_1129	Ino80c	859	562	4	420	477	230	453
mDDR_1130	Ino80c	2570	1541	41	1489	1766	827	1218
mDDR_1131	Kat2b	646	528	7	796	519	249	365
mDDR_1132	Kat2b	1532	1257	30	1163	1602	600	1052
mDDR_1133	Kat2b	1120	482	11	1695	1227	492	1023
mDDR_1134	Kat2b	2324	914	25	1926	1148	423	750
mDDR_1135	Kat2b	1219	821	15	1045	519	292	317
mDDR_1136	Kat2b	2159	859	17	1015	762	239	539
mDDR_1137	Kat2b	3233	2643	46	2741	2551	918	1874
mDDR_1138	Kat2b	1888	482	17	1221	944	450	608
mDDR_1139	Kat2b	1933	894	18	1684	1239	407	738
mDDR_1140	Kat2b	790	555	4	406	484	162	374
mDDR_1141	Kat5	3041	707	33	2290	2402	959	1213
mDDR_1142	Kat5	1886	50	26	1220	608	210	246
mDDR_1143	Kat5	893	139	11	421	590	270	380
mDDR_1144	Kat5	766	48	5	296	392	86	291
mDDR_1145	Kat5	1334	633	17	671	675	377	474
mDDR_1146	Kat5	2400	1485	31	1833	1770	747	1086
mDDR_1147	Kat5	2295	325	9	81	911	124	327
mDDR_1148	Kat5	1808	31	8	269	666	157	274
mDDR_1149	Kat5	1063	8	1	159	135	24	57
mDDR_1150	Kat5	1647	517	23	2137	1398	328	665
mDDR_1151	Kdm1a	1152	651	22	1405	1105	315	1044
mDDR_1152	Kdm1a	1412	811	13	1485	1215	494	753
mDDR_1153	Kdm1a	1094	749	22	600	945	467	983
mDDR_1154	Kdm1a	2234	1829	46	3278	2706	971	1997
mDDR_1155	Kdm1a	1520	1289	19	1749	1434	538	810
mDDR_1156	Kdm1a	2300	729	34	1832	2138	531	973
mDDR_1157	Kdm1a	2852	1660	38	2248	1823	757	1468
mDDR_1158	Kdm1a	1073	445	28	972	664	271	426
mDDR_1159	Kdm1a	2977	1869	46	3139	2478	1172	2275
mDDR_1160	Kdm1a	1990	448	32	1566	1686	443	796
mDDR_1161	Kdm4a	1962	1019	39	1560	1260	308	893
mDDR_1162	Kdm4a	1238	554	13	695	538	212	500
mDDR_1163	Kdm4a	1143	720	22	725	691	343	698
mDDR_1164	Kdm4a	665	201	2	491	266	74	353
mDDR_1165	Kdm4a	526	92	5	342	143	69	153
mDDR_1166	Kdm4a	2638	1245	37	2104	1833	757	911
mDDR_1167	Kdm4a	550	325	3	637	299	151	272
mDDR_1168	Kdm4a	1621	1116	23	1481	1274	611	1063
mDDR_1169	Kdm4a	3906	2151	59	3776	3236	1034	1456
mDDR_1170	Kdm4a	2671	1312	51	2502	2065	847	1076
mDDR_1171	Kdm4b	1480	920	22	1130	785	319	396
mDDR_1172	Kdm4b	2029	798	40	1611	984	351	623
mDDR_1173	Kdm4b	1657	588	19	790	1140	207	720
mDDR_1174	Kdm4b	2042	834	41	1714	1203	453	597
mDDR_1175	Kdm4b	3032	1628	53	1368	1467	661	1223
mDDR_1176	Kdm4b	2696	1511	34	1545	1403	559	1196
mDDR_1177	Kdm4b	3479	1888	59	2880	2632	1184	1362
mDDR_1178	Kdm4b	1721	755	18	879	738	358	639
mDDR_1179	Kdm4b	2847	1338	28	1913	1889	754	1368
mDDR_1180	Kdm4b	2428	1433	50	2587	2070	622	1502
mDDR_1181	Kdm4c	3158	1989	53	2191	1871	574	1659
mDDR_1182	Kdm4c	1060	146	11	543	664	202	414
mDDR_1183	Kdm4c	974	275	12	353	353	150	485
mDDR_1184	Kdm4c	1838	825	33	1876	1661	545	1092
mDDR_1185	Kdm4c	3776	2388	54	3637	2026	961	1871
mDDR_1186	Kdm4c	1474	593	21	563	1233	309	629
mDDR_1187	Kdm4c	2625	1008	25	1214	957	381	936
mDDR_1188	Kdm4c	2117	1338	24	2425	1879	487	1112
mDDR_1189	Kdm4c	2716	1810	34	1940	1848	839	1665
mDDR_1190	Kdm4c	463	137	2	283	275	116	205
mDDR_1191	Kmt2a	402	192	6	515	585	152	470
mDDR_1192	Kmt2a	1926	1100	50	2082	1984	653	1469
mDDR_1193	Kmt2a	684	321	21	548	888	209	310
mDDR_1194	Kmt2a	575	168	9	762	235	83	329
mDDR_1195	Kmt2a	1664	626	14	1036	703	218	504
mDDR_1196	Kmt2a	1845	318	6	339	594	209	349
mDDR_1197	Kmt2a	1527	902	29	1543	1367	596	1075
mDDR_1198	Kmt2a	1234	824	19	1535	845	472	983
mDDR_1199	Kmt2a	1519	873	22	908	890	320	1173
mDDR_1200	Kmt2a	2167	512	37	1200	1319	474	897
mDDR_1201	Lig1	2491	970	22	2201	2092	779	1258
mDDR_1202	Lig1	4273	1384	47	2506	2148	911	2086
mDDR_1203	Lig1	2154	842	33	1945	1671	568	1081
mDDR_1204	Lig1	1646	948	33	2031	1944	758	1568
mDDR_1205	Lig1	3017	1717	49	4055	2886	956	1493
mDDR_1206	Lig1	493	216	1	317	587	111	398
mDDR_1207	Lig1	3350	1442	49	2910	2520	985	1187
mDDR_1208	Lig1	1258	1005	24	1664	1079	327	904
mDDR_1209	Lig1	385	165	14	797	633	211	474
mDDR_1210	Lig1	4193	2155	64	3559	3400	1226	2247
mDDR_1211	Lig3	1942	1232	28	1490	1210	524	873
mDDR_1212	Lig3	2002	506	22	1220	1437	403	879
mDDR_1213	Lig3	1560	1373	16	1249	1266	703	872
mDDR_1214	Lig3	1489	580	22	1051	1273	327	710
mDDR_1215	Lig3	1070	645	18	417	671	148	287
mDDR_1216	Lig3	991	469	20	1145	777	319	401
mDDR_1217	Lig3	1548	833	16	1895	1388	673	1000
mDDR_1218	Lig3	2111	838	24	1901	948	764	978
mDDR_1219	Lig3	3222	2000	60	3489	2594	1031	2152
mDDR_1220	Lig3	728	576	11	1357	646	169	445
mDDR_1221	Lig4	2116	1232	40	2800	2315	707	1422
mDDR_1222	Lig4	1363	589	38	1433	1039	360	840
mDDR_1223	Lig4	1001	411	11	674	616	194	314
mDDR_1224	Lig4	1796	935	28	1474	1324	493	669
mDDR_1225	Lig4	1160	332	2	495	233	135	186
mDDR_1226	Lig4	1752	1274	21	1193	1301	594	1083
mDDR_1227	Lig4	2334	953	26	1264	1505	549	939
mDDR_1228	Lig4	2654	871	27	2900	2021	661	929
mDDR_1229	Lig4	1392	674	16	1962	861	391	1033
mDDR_1230	Lig4	2644	1250	55	2472	1830	624	1455
mDDR_1231	Lmo4	425	64	3	755	311	149	174
mDDR_1232	Lmo4	1041	432	20	2078	1355	569	889
mDDR_1233	Lmo4	762	359	14	1240	800	284	676
mDDR_1234	Lmo4	3060	1398	69	3557	2677	929	1917
mDDR_1235	Lmo4	1205	522	27	1935	1282	399	775
mDDR_1236	Lmo4	3886	2251	55	4593	3472	971	2362
mDDR_1237	Lmo4	1609	550	25	739	1169	445	776
mDDR_1238	Lmo4	2806	1975	48	3934	2791	817	2066
mDDR_1239	Lmo4	2765	1693	59	2434	1933	536	1377
mDDR_1240	Lmo4	2181	1208	47	3226	2300	865	1358
mDDR_1241	Mad2l2	2322	671	21	1164	1204	333	411
mDDR_1242	Mad2l2	3091	817	44	2477	1812	824	1285
mDDR_1243	Mad2l2	1533	754	27	1141	1277	328	723
mDDR_1244	Mad2l2	2083	310	20	715	927	298	562
mDDR_1245	Mad2l2	1996	435	12	411	747	263	432
mDDR_1246	Mad2l2	992	168	7	333	809	190	229
mDDR_1247	Mad2l2	1311	343	6	411	508	114	268
mDDR_1248	Mad2l2	1906	397	15	964	1308	462	749
mDDR_1249	Mad2l2	1436	409	11	1292	661	152	530
mDDR_1250	Mad2l2	2368	1402	41	2237	1868	528	1430
mDDR_1251	Mbd4	2107	806	12	1391	862	366	747
mDDR_1252	Mbd4	2618	1985	53	4233	2410	1069	1968
mDDR_1253	Mbd4	1879	1173	38	1536	1679	560	1069
mDDR_1254	Mbd4	1844	460	9	884	1327	433	1129
mDDR_1255	Mbd4	1974	1013	27	1923	1688	501	750
mDDR_1256	Mbd4	2174	1682	31	1611	2034	686	1634
mDDR_1257	Mbd4	1889	950	28	2079	1242	492	1112
mDDR_1258	Mbd4	2197	1051	29	1463	1787	527	1232
mDDR_1259	Mbd4	3533	2076	46	2733	2617	845	1149
mDDR_1260	Mbd4	2095	774	16	710	780	196	474
mDDR_1261	Mcm2	1244	158	10	119	468	140	289
mDDR_1262	Mcm2	2132	1121	27	745	1001	289	959
mDDR_1263	Mcm2	2108	576	35	889	1617	512	755
mDDR_1264	Mcm2	2524	193	9	303	683	232	441
mDDR_1265	Mcm2	1389	636	14	1171	850	382	795
mDDR_1266	Mcm2	1413	537	20	362	617	270	426
mDDR_1267	Mcm2	1306	36	3	226	331	32	115
mDDR_1268	Mcm2	3123	448	16	784	1161	281	784
mDDR_1269	Mcm2	2388	103	21	159	344	129	370
mDDR_1270	Mcm2	1337	302	15	133	569	134	347
mDDR_1271	Mcm7	889	150	3	57	374	51	144
mDDR_1272	Mcm7	649	0	1	16	122	9	41
mDDR_1273	Mcm7	1988	732	36	1254	2181	427	733
mDDR_1274	Mcm7	1274	15	0	124	147	34	63
mDDR_1275	Mcm7	2603	893	23	1829	1551	668	1330
mDDR_1276	Mcm7	2652	569	20	1264	1179	371	790
mDDR_1277	Mcm7	778	445	5	93	156	64	109
mDDR_1278	Mcm7	1964	704	17	1883	1546	379	873
mDDR_1279	Mcm7	4280	105	10	139	516	173	520
mDDR_1280	Mcm7	3069	771	34	1249	1608	555	1506
mDDR_1281	Mdc1	1209	913	31	1017	944	493	616
mDDR_1282	Mdc1	2517	1342	33	2415	2198	710	1590
mDDR_1283	Mdc1	2489	1241	38	1770	1715	520	1398
mDDR_1284	Mdc1	883	453	13	226	438	158	356
mDDR_1285	Mdc1	1455	1116	37	916	804	298	1046
mDDR_1286	Mdc1	1690	583	17	786	940	372	921
mDDR_1287	Mdc1	289	105	3	210	141	76	79
mDDR_1288	Mdc1	1885	794	27	1198	1394	409	671
mDDR_1289	Mdc1	2929	1260	45	1882	1493	759	1024
mDDR_1290	Mdc1	2209	470	29	932	737	130	478
mDDR_1291	Med10	1310	490	5	123	442	125	438
mDDR_1292	Med10	1597	669	6	300	492	181	258
mDDR_1293	Med10	1165	157	8	132	355	98	82
mDDR_1294	Med10	1862	571	19	699	993	350	784
mDDR_1295	Med10	1730	630	18	1640	1042	323	1109
mDDR_1296	Med10	1440	544	24	1379	1318	460	935
mDDR_1297	Med10	1307	294	7	251	366	136	313
mDDR_1298	Med10	330	139	0	242	278	63	144
mDDR_1299	Med10	2276	1708	62	2453	2738	752	1499
mDDR_1300	Med10	2372	1042	42	2535	1568	477	1034
mDDR_1301	Mex3c	837	707	10	795	530	173	413
mDDR_1302	Mex3c	771	314	7	629	523	230	438
mDDR_1303	Mex3c	2255	1513	30	3134	1483	888	1262
mDDR_1304	Mex3c	747	203	26	941	755	266	1004
mDDR_1305	Mex3c	2152	1162	41	2471	1795	722	1138
mDDR_1306	Mex3c	1167	365	8	624	471	203	675
mDDR_1307	Mex3c	5462	2519	50	2283	1854	934	1823
mDDR_1308	Mex3c	2317	1610	34	2308	1684	542	1217
mDDR_1309	Mex3c	2147	1181	41	1219	1235	505	1135
mDDR_1310	Mex3c	1276	733	23	1991	1253	594	848
mDDR_1311	Mgmt	2147	911	50	1969	1428	704	1051
mDDR_1312	Mgmt	2952	1886	37	2761	3104	911	1507
mDDR_1313	Mgmt	2016	683	49	3325	1549	561	906
mDDR_1314	Mgmt	941	425	17	1455	930	274	883
mDDR_1315	Mgmt	3855	1783	67	3884	2948	1251	1783
mDDR_1316	Mgmt	1236	492	25	1600	1014	370	773
mDDR_1317	Mgmt	2035	1079	31	2324	1497	566	1467
mDDR_1318	Mgmt	573	139	7	341	424	217	353
mDDR_1319	Mgmt	899	538	15	526	596	352	760
mDDR_1320	Mgmt	1538	1864	14	1725	965	377	776
mDDR_1321	Mlh1	1529	958	18	1127	1014	587	860
mDDR_1322	Mlh1	3831	1969	50	3106	2970	1256	2220
mDDR_1323	Mlh1	1557	759	22	1850	1509	578	970
mDDR_1324	Mlh1	2009	770	32	1941	1338	560	866
mDDR_1325	Mlh1	341	17	5	312	183	126	188
mDDR_1326	Mlh1	658	211	6	467	358	195	302
mDDR_1327	Mlh1	1858	1168	31	1877	1787	651	717
mDDR_1328	Mlh1	2145	977	32	1796	1680	539	662
mDDR_1329	Mlh1	2431	631	12	1292	925	304	820
mDDR_1330	Mlh1	1498	635	3	860	872	176	430
mDDR_1331	Mms19	2218	674	21	1432	1239	631	835
mDDR_1332	Mms19	400	148	1	15	107	27	133
mDDR_1333	Mms19	951	513	11	1409	1158	557	984
mDDR_1334	Mms19	1931	1045	47	1280	1545	667	1667
mDDR_1335	Mms19	2775	2944	56	3660	2812	1157	2891
mDDR_1336	Mms19	258	44	0	0	38	4	6
mDDR_1337	Mms19	2522	884	19	1011	1338	278	727
mDDR_1338	Mms19	2041	462	22	447	753	293	423
mDDR_1339	Mms19	3269	361	24	563	939	235	676
mDDR_1340	Mms19	1083	318	9	321	763	199	494
mDDR_1341	Mnat1	939	518	15	731	839	274	803
mDDR_1342	Mnat1	722	66	6	50	121	66	149
mDDR_1343	Mnat1	2751	829	17	526	964	396	561
mDDR_1344	Mnat1	1170	479	16	932	994	244	336
mDDR_1345	Mnat1	2775	878	25	1708	1408	704	1151
mDDR_1346	Mnat1	3390	1727	68	2430	2123	846	1519
mDDR_1347	Mnat1	1227	333	21	1034	807	299	672
mDDR_1348	Mnat1	2387	700	15	840	2003	522	993
mDDR_1349	Mnat1	1762	450	24	1234	981	466	481
mDDR_1350	Mnat1	1818	578	24	990	997	250	878
mDDR_1351	Morc4	105	57	4	17	362	55	143
mDDR_1352	Morc4	1035	670	22	1308	1234	487	891
mDDR_1353	Morc4	258	257	7	299	185	96	112
mDDR_1354	Morc4	4519	3033	58	3808	3378	1473	2226
mDDR_1355	Morc4	1938	1182	39	2053	2379	593	697
mDDR_1356	Morc4	2272	847	28	1950	1267	460	1279
mDDR_1357	Morc4	215	15	2	366	199	124	151
mDDR_1358	Morc4	645	347	9	357	334	159	204
mDDR_1359	Morc4	1077	616	15	752	975	366	1042
mDDR_1360	Morc4	1409	1180	18	1329	816	334	883
mDDR_1361	Mpg	910	565	12	1009	696	437	738
mDDR_1362	Mpg	1088	1171	13	1182	903	253	449
mDDR_1363	Mpg	487	204	6	555	385	202	547
mDDR_1364	Mpg	1939	821	29	1714	1371	591	1049
mDDR_1365	Mpg	1066	401	19	1248	849	414	580
mDDR_1366	Mpg	1097	910	5	609	570	343	371
mDDR_1367	Mpg	2208	1125	55	3716	1623	610	1191
mDDR_1368	Mpg	2004	1471	43	2365	2179	619	1457
mDDR_1369	Mpg	722	132	10	506	632	212	504
mDDR_1370	Mpg	3530	1739	55	2741	2609	955	1364
mDDR_1371	Mplkip	1834	738	21	1667	1202	421	595
mDDR_1372	Mplkip	1053	529	19	941	686	212	452
mDDR_1373	Mplkip	1382	944	21	1959	1152	376	831
mDDR_1374	Mplkip	131	85	4	254	194	77	106
mDDR_1375	Mplkip	464	90	15	689	495	135	205
mDDR_1376	Mplkip	2871	2158	63	2782	1841	928	2001
mDDR_1377	Mplkip	1175	450	14	906	618	195	429
mDDR_1378	Mplkip	1978	1299	24	1799	2075	398	1440
mDDR_1379	Mplkip	615	222	10	270	727	71	216
mDDR_1380	Mplkip	959	635	16	1076	561	203	247
mDDR_1381	Mre11a	1524	415	21	975	811	397	760
mDDR_1382	Mre11a	1841	498	25	377	576	364	447
mDDR_1383	Mre11a	2809	1182	47	871	1266	544	756
mDDR_1384	Mre11a	759	190	2	152	328	188	205
mDDR_1385	Mre11a	2591	695	27	1174	1571	575	1095
mDDR_1386	Mre11a	3806	2288	48	4866	2798	1181	2346
mDDR_1387	Mre11a	1960	485	23	1130	986	404	619
mDDR_1388	Mre11a	1651	589	19	500	1130	383	647
mDDR_1389	Mre11a	961	356	20	475	771	239	717
mDDR_1390	Mre11a	627	464	8	577	408	214	204
mDDR_1391	Msh2	941	388	16	911	478	130	332
mDDR_1392	Msh2	3191	1396	47	1900	1748	1048	1546
mDDR_1393	Msh2	1704	866	28	1772	1261	638	1002
mDDR_1394	Msh2	637	155	3	141	109	67	112
mDDR_1395	Msh2	1494	1317	25	1128	1106	408	755
mDDR_1396	Msh2	1862	365	8	340	440	169	328
mDDR_1397	Msh2	2032	1548	14	958	1870	527	873
