guide	gene	plasmid	PolM_KO	PolM_KO_hPOLM	PolM_WT	PolQ_WT	PolQ_KO_hPOLQ	PolQ_KO
mDDR_3410	Mouse	1088	542	7	924	724	288	634
mDDR_3411	Mouse	1675	784	27	2097	1172	561	1245
mDDR_3412	Mouse	2461	1539	41	3521	1262	764	1473
mDDR_3413	Mouse	932	571	12	846	622	251	559
mDDR_3414	Mouse	1217	734	27	1724	579	377	832
mDDR_3415	Mouse	1438	792	16	1008	1025	413	757
mDDR_3416	Mouse	2530	853	25	902	1105	520	1112
mDDR_3417	Mouse	559	230	2	314	520	201	404
mDDR_3418	Mouse	1996	1524	33	3763	1891	710	1172
mDDR_3419	Mouse	2348	1468	42	1541	1730	740	1504
mDDR_3420	Mouse	2931	1395	24	1817	2130	485	1542
mDDR_3421	Mouse	2205	1741	23	2161	1413	436	1218
mDDR_3422	Mouse	1761	1367	26	1370	1728	491	1099
mDDR_3423	Mouse	1039	234	9	662	743	308	575
mDDR_3424	Mouse	2870	1611	48	3062	1711	743	1398
mDDR_3425	Mouse	1187	518	15	1375	734	363	790
mDDR_3426	Mouse	916	1131	23	2110	910	330	626
mDDR_3427	Mouse	2989	1803	48	3050	2692	1058	2328
mDDR_3428	Mouse	1310	725	14	964	1076	327	796
mDDR_3429	Mouse	1228	496	18	1588	1461	460	841
mDDR_3430	Mouse	3456	2353	48	1683	2449	957	2283
mDDR_3431	Mouse	2365	923	43	2395	1729	735	1698
mDDR_3432	Mouse	965	870	18	686	652	265	622
mDDR_3433	Mouse	2135	1387	29	1831	1228	806	1178
mDDR_3434	Mouse	1017	356	10	1444	1016	308	798
mDDR_3435	Mouse	1591	989	35	2102	1213	626	1737
mDDR_3436	Mouse	2006	1048	22	1972	1875	710	1391
mDDR_3437	Mouse	742	674	19	867	418	150	577
mDDR_3438	Mouse	635	72	6	5	181	46	212
mDDR_3439	Mouse	3770	2037	82	3589	2888	1332	2437
mDDR_3440	Mouse	1139	649	16	1253	863	288	876
mDDR_3441	Mouse	1911	1164	35	1843	1327	666	1080
mDDR_3442	Mouse	1370	600	27	638	847	118	522
mDDR_3443	Mouse	1280	516	16	1367	730	314	557
mDDR_3444	Mouse	1846	1151	30	1397	1207	541	1105
mDDR_3445	Mouse	2779	1902	52	2448	1861	703	1712
mDDR_3446	Mouse	977	736	17	1077	534	377	896
mDDR_3447	Mouse	2174	1339	30	2322	1406	511	1267
mDDR_3448	Mouse	2223	1645	38	2252	1546	572	1285
mDDR_3449	Mouse	2467	1952	38	3005	1751	767	1978
mDDR_3450	Mouse	1893	1160	56	2443	1518	426	990
mDDR_3451	Mouse	3046	1628	42	2826	1820	889	1679
mDDR_3452	Mouse	328	188	4	433	358	122	302
mDDR_3453	Mouse	808	421	8	770	647	263	542
mDDR_3454	Mouse	2236	1007	14	1195	856	406	853
mDDR_3455	Mouse	2499	1643	29	2886	2143	886	1928
mDDR_3456	Mouse	2059	1378	24	2144	1644	557	1508
mDDR_3457	Mouse	221	277	5	153	159	56	143
mDDR_3458	Mouse	2475	858	27	3537	1858	545	1751
mDDR_3459	Mouse	4155	3771	87	3755	3516	1432	2923
mDDR_3460	Mouse	1871	901	37	1738	1716	403	1292
mDDR_3461	Mouse	2239	1474	34	2870	2187	794	1934
mDDR_3462	Mouse	3339	2334	61	3577	2804	1260	2920
mDDR_3463	Mouse	2917	1638	62	3756	3004	724	2433
mDDR_3464	Mouse	1534	681	42	1217	1529	621	993
mDDR_3465	Mouse	4339	3389	86	4890	3408	1577	3361
mDDR_3466	Mouse	813	219	14	840	627	226	402
mDDR_3467	Mouse	3442	2039	46	3934	2201	820	2204
mDDR_3468	Mouse	1182	744	28	938	905	422	1034
mDDR_3469	Mouse	1061	705	19	1230	1295	302	626
mDDR_3470	Mouse	881	234	18	638	564	367	547
mDDR_3471	Mouse	1258	409	17	1646	1057	512	1227
mDDR_3472	Mouse	2911	1953	69	2886	2872	1222	2555
mDDR_3473	Mouse	1970	548	11	620	684	193	433
mDDR_3474	Mouse	2102	1197	41	2513	1976	753	1255
mDDR_3475	Mouse	1704	1089	29	1757	1136	520	1040
mDDR_3476	Mouse	2517	1133	43	2071	2140	1082	1931
mDDR_3477	Mouse	2545	1216	60	2772	1628	851	1574
mDDR_3478	Mouse	541	187	9	509	463	180	357
mDDR_3479	Mouse	3183	2104	46	1868	1664	805	1982
mDDR_3480	Mouse	1834	1236	14	1921	1478	505	1112
mDDR_3481	Mouse	1922	1039	30	1535	1517	646	1261
mDDR_3482	Mouse	2953	1665	48	2806	3058	1066	2332
mDDR_3483	Mouse	2490	803	29	1507	1260	361	1063
mDDR_3484	Mouse	1518	827	32	1644	1004	497	801
mDDR_3485	Mouse	3621	2061	88	4175	3500	955	2497
mDDR_3486	Mouse	1434	597	16	1334	557	352	778
mDDR_3487	Mouse	2211	660	13	884	796	202	592
mDDR_3488	Mouse	1019	744	23	1191	857	405	919
mDDR_3489	Mouse	1309	802	49	1393	1014	577	1110
mDDR_3490	Mouse	2775	1954	38	3439	2397	1002	1941
mDDR_3491	Mouse	1363	787	23	1015	932	536	1126
mDDR_3492	Mouse	4291	1674	48	2502	1863	832	1657
mDDR_3493	Mouse	813	274	21	670	726	286	614
mDDR_3494	Mouse	2759	1676	35	2608	2556	774	1762
mDDR_3495	Mouse	2467	1362	32	2321	1961	718	1767
mDDR_3496	Mouse	1682	918	35	2562	1504	504	1441
mDDR_3497	Mouse	2686	528	25	728	785	226	770
mDDR_3498	Mouse	1180	228	5	204	667	80	244
mDDR_3499	Mouse	1415	600	16	1819	1240	504	728
mDDR_3500	Mouse	3815	2807	61	4028	2976	1321	2333
mDDR_3501	Mouse	1204	394	12	1614	1417	407	890
mDDR_3502	Mouse	3833	2032	73	3734	3368	1306	2587
mDDR_3503	Mouse	2881	1239	39	3272	1688	924	2466
mDDR_3504	Mouse	3036	2011	47	4050	2554	898	2489
mDDR_3505	Mouse	1112	753	19	1502	932	379	893
mDDR_3506	Mouse	1752	1070	19	1595	1440	603	1284
mDDR_3507	Mouse	2834	1639	55	3035	1626	757	1591
mDDR_3508	Mouse	599	398	12	671	423	198	469
mDDR_3509	Mouse	2603	1343	44	2106	1864	727	1544
mDDR_3510	Mouse	1370	1231	24	1500	1182	363	879
mDDR_3511	Mouse	1916	685	20	980	1122	367	876
mDDR_3512	Mouse	3736	2910	85	4873	3543	1236	2843
mDDR_3513	Mouse	2200	225	9	504	579	178	432
mDDR_3514	Mouse	1411	1200	29	1341	918	408	1057
mDDR_3515	Mouse	2122	1453	35	2415	1680	829	1913
mDDR_3516	Mouse	2872	1732	37	1573	1724	679	1582
mDDR_3517	Mouse	1705	659	20	1533	1135	362	602
mDDR_3518	Mouse	3204	1622	65	2685	2733	1148	2090
mDDR_3519	Mouse	1945	944	19	1564	971	383	973
mDDR_3520	Mouse	1885	868	17	1354	1009	253	782
mDDR_3521	Mouse	1413	857	25	1967	1814	497	1581
mDDR_3522	Mouse	1831	1330	46	2718	1574	539	1345
mDDR_3523	Mouse	1344	814	34	1288	1001	477	822
mDDR_3524	Mouse	1110	408	26	1555	966	386	1080
mDDR_3525	Mouse	1082	934	8	857	870	250	927
mDDR_3526	Mouse	1413	481	29	1539	738	303	613
mDDR_3527	Mouse	2077	1071	43	2579	1848	743	1856
mDDR_3528	Mouse	516	119	5	414	185	137	251
mDDR_3529	Mouse	668	399	15	702	230	92	293
mDDR_3530	Mouse	817	407	13	619	521	263	461
mDDR_3531	Mouse	2241	1230	25	2134	1009	433	885
mDDR_3532	Mouse	1778	447	20	1192	795	351	999
mDDR_3533	Mouse	2075	990	51	3376	1776	766	2291
mDDR_3534	Mouse	1652	853	15	1197	1449	409	1081
mDDR_3535	Mouse	2046	1881	36	1370	1835	614	1309
mDDR_3536	Mouse	1478	1084	22	1362	1242	523	859
mDDR_3537	Mouse	752	314	5	519	675	237	498
mDDR_3538	Mouse	601	405	5	855	306	171	325
mDDR_3539	Mouse	3239	1351	23	1471	1196	515	1104
mDDR_3540	Mouse	2494	1407	39	2662	1900	756	1938
mDDR_3541	Mouse	2460	993	28	2399	1404	411	1248
mDDR_3542	Mouse	1656	897	23	1000	1499	492	1581
mDDR_3543	Mouse	2521	1492	24	2493	1066	671	1521
mDDR_3544	Mouse	1381	418	23	1041	922	590	798
mDDR_3545	Mouse	2385	1253	46	2317	1909	813	1795
mDDR_3546	Mouse	994	368	13	948	721	338	589
mDDR_3547	Mouse	1225	326	9	862	619	434	680
mDDR_3548	Mouse	2247	1739	43	1782	1999	690	1720
mDDR_3549	Mouse	1826	1367	28	1701	1402	545	1049
mDDR_3550	Mouse	1261	1029	18	1956	1930	546	1292
mDDR_3551	Mouse	946	598	9	634	1112	307	886
mDDR_3552	Mouse	1278	680	24	702	947	467	875
mDDR_3553	Mouse	2971	2126	39	2976	2218	892	1857
mDDR_3554	Mouse	2537	395	27	1778	1111	388	845
mDDR_3555	Mouse	2234	1442	56	2255	1469	548	1233
mDDR_3556	Mouse	1365	790	12	943	753	529	899
mDDR_3557	Mouse	3793	2849	70	3438	2689	1125	2387
mDDR_3558	Mouse	942	253	6	190	501	196	349
mDDR_3559	Mouse	1682	1458	40	2657	1146	463	1241
mDDR_3560	Mouse	2379	1446	44	3288	2232	827	1739
mDDR_3561	Mouse	730	395	9	460	508	125	551
mDDR_3562	Mouse	1169	339	30	887	901	459	681
mDDR_3563	Mouse	2699	1406	42	2322	1813	852	2197
mDDR_3564	Mouse	1587	872	23	1274	1459	394	1029
mDDR_3565	Mouse	2978	1448	91	3428	2478	920	2326
mDDR_3566	Mouse	1959	1196	30	2149	1347	494	1332
mDDR_3567	Mouse	631	238	22	1005	369	233	413
mDDR_3568	Mouse	961	403	6	139	430	211	296
mDDR_3569	Mouse	1340	546	28	1735	1475	330	1199
mDDR_3570	Mouse	1419	921	19	1021	817	459	1217
mDDR_3571	Mouse	1915	1448	38	2204	1876	750	1991
mDDR_3572	Mouse	2704	1604	53	2386	1907	769	2002
mDDR_3573	Mouse	1617	851	14	1786	1642	635	1316
mDDR_3574	Mouse	1968	886	20	1585	1397	620	1170
mDDR_3575	Mouse	2823	1716	52	2365	1923	613	1877
mDDR_3576	Mouse	1720	486	17	834	968	543	1081
mDDR_3577	Mouse	2051	1126	42	2259	1490	452	1636
mDDR_3578	Mouse	4094	1235	51	2839	2050	810	2015
mDDR_3579	Mouse	2236	1260	41	2187	1334	561	1351
mDDR_3580	Mouse	435	103	6	275	277	131	272
mDDR_3581	Mouse	2252	1562	41	3168	1686	789	1600
mDDR_3582	Mouse	3193	1770	31	1678	1894	894	1543
mDDR_3583	Mouse	2660	2009	45	2645	2515	1086	2173
mDDR_3584	Mouse	990	363	27	538	1036	158	469
mDDR_3585	Mouse	3190	1542	59	3419	2674	965	1925
mDDR_3586	Mouse	1320	523	7	650	730	253	462
mDDR_3587	Mouse	2149	1596	28	2292	2501	642	1869
mDDR_3588	Mouse	2641	2003	37	2951	1886	618	1920
mDDR_3589	Mouse	2467	1861	48	2945	2106	973	2189
mDDR_3590	Mouse	1974	789	26	1908	1877	772	1492
mDDR_3591	Mouse	4225	2806	69	3703	3463	1432	2668
mDDR_3592	Mouse	1233	428	33	1459	1450	535	1256
mDDR_3593	Mouse	531	325	9	736	637	151	528
mDDR_3594	Mouse	1789	752	22	855	1526	546	873
mDDR_3595	Mouse	1245	554	8	842	687	212	541
mDDR_3596	Mouse	1470	947	35	2237	1476	592	1546
mDDR_3597	Mouse	1245	855	15	1924	1237	340	603
mDDR_3598	Mouse	1432	1241	46	1883	1104	451	1095
mDDR_3599	Mouse	2074	1484	36	1881	2419	793	2045
mDDR_3600	Mouse	1624	724	16	1331	1413	573	1009
mDDR_3601	Mouse	1702	1311	26	1928	1364	405	1221
mDDR_3602	Mouse	2027	1493	44	2800	1771	765	1696
mDDR_3603	Mouse	2754	2075	46	2162	2431	640	1881
mDDR_3604	Mouse	3146	1717	59	3448	2979	1039	2566
mDDR_3605	Mouse	2714	1212	33	1025	1389	444	1314
mDDR_3606	Mouse	2530	1355	39	1540	1545	704	1637
mDDR_3607	Mouse	1457	726	18	1304	1366	521	862
mDDR_3608	Mouse	3725	2173	74	4649	3074	1153	3139
mDDR_3609	Mouse	4274	2489	70	4423	2576	1120	2809
mDDR_3610	Mouse	4430	2888	65	4579	3437	1226	3300
mDDR_3611	Mouse	892	172	10	287	487	68	483
mDDR_3612	Mouse	4036	1464	33	2897	1762	498	1691
mDDR_3613	Mouse	1363	234	4	212	181	61	212
mDDR_3614	Mouse	1158	550	19	979	1103	351	709
mDDR_3615	Mouse	1580	998	25	1432	1280	641	1280
mDDR_3616	Mouse	4229	2536	64	4156	3867	1462	2553
mDDR_3617	Mouse	1579	743	17	1739	1362	337	1186
mDDR_3618	Mouse	2055	1000	38	2322	1850	756	1440
mDDR_3619	Mouse	1696	958	17	1313	1204	304	1290
mDDR_3620	Mouse	2064	1625	32	2971	1760	651	1286
mDDR_3621	Mouse	2108	578	31	2233	1682	835	1527
mDDR_3622	Mouse	1902	1765	39	2023	1991	557	1372
mDDR_3623	Mouse	2950	2382	41	3080	2270	1016	1910
mDDR_3624	Mouse	2956	2269	49	3285	2301	1168	2240
mDDR_3625	Mouse	2087	401	17	552	673	219	604
mDDR_3626	Mouse	2238	1861	54	2423	1623	951	1608
mDDR_3627	Mouse	2311	1424	46	2265	1784	438	1706
mDDR_3628	Mouse	2444	1600	31	1932	2034	851	1842
mDDR_3629	Mouse	1290	846	11	838	836	315	696
mDDR_3630	Mouse	931	310	19	315	728	456	757
mDDR_3631	Mouse	1473	260	14	1478	1107	325	1043
mDDR_3632	Mouse	3353	2213	38	3748	2387	928	2271
mDDR_3633	Mouse	2052	1506	40	2170	1292	657	1545
mDDR_3634	Mouse	2674	1247	34	3285	2192	910	1975
mDDR_3635	Mouse	1099	592	15	663	663	320	682
mDDR_3636	Mouse	746	290	11	267	557	173	397
mDDR_3637	Mouse	2069	363	10	1181	854	143	432
mDDR_3638	Mouse	1777	738	25	1025	1214	378	1207
mDDR_3639	Mouse	2171	1173	33	2320	1610	665	1349
mDDR_3640	Mouse	862	222	13	455	491	220	403
mDDR_3641	Mouse	2547	2005	57	2675	2141	864	1803
mDDR_3642	Mouse	1368	1165	38	1653	1585	507	1238
mDDR_3643	Mouse	1011	404	12	551	446	167	543
mDDR_3644	Mouse	2180	980	24	1642	1210	581	971
mDDR_3645	Mouse	2240	1060	11	804	672	262	716
mDDR_3646	Mouse	1643	1087	33	1162	1247	516	873
mDDR_3647	Mouse	1122	954	20	675	735	274	704
mDDR_3648	Mouse	2879	1199	46	2419	2349	862	1786
mDDR_3649	Mouse	1861	902	42	2004	1263	640	1343
mDDR_3650	Mouse	2074	1622	27	2063	1165	845	1604
mDDR_3651	Mouse	2241	1907	39	3256	2570	725	1790
mDDR_3652	Mouse	1447	766	23	1944	816	490	745
mDDR_3653	Mouse	4018	3177	58	3755	3401	1127	3158
mDDR_3654	Mouse	2929	1366	42	2372	1965	833	2039
mDDR_3655	Mouse	837	16	9	584	377	119	339
mDDR_3656	Mouse	1269	707	30	1104	898	439	1136
mDDR_3657	Mouse	1583	626	18	1430	1105	401	886
mDDR_3658	Mouse	2460	1084	37	1487	1297	405	1349
mDDR_3659	Mouse	2858	1611	49	2435	2383	712	2042
mDDR_3660	Mouse	971	627	19	1039	887	205	1125
mDDR_3661	Mouse	2000	1122	25	1744	1559	608	1553
mDDR_3662	Mouse	3323	1888	50	2781	2832	1033	2187
mDDR_3663	Mouse	818	419	12	1010	583	222	509
mDDR_3664	Mouse	1353	653	28	1739	912	341	1157
mDDR_3665	Mouse	1692	528	7	251	522	329	661
mDDR_3666	Mouse	2693	1094	47	2358	1779	609	1569
mDDR_3667	Mouse	2027	1107	22	1456	1179	358	958
mDDR_3668	Mouse	1296	962	31	1628	887	374	893
mDDR_3669	Mouse	1741	982	30	2422	1115	544	1453
mDDR_3670	Mouse	1083	834	33	1233	918	320	1017
mDDR_3671	Mouse	2147	992	23	2570	1476	529	1670
mDDR_3672	Mouse	1317	460	15	1068	979	227	613
mDDR_3673	Mouse	2305	1550	47	2781	2154	695	2077
mDDR_3674	Mouse	752	486	6	574	791	201	488
mDDR_3675	Mouse	447	183	4	117	593	180	334
mDDR_3676	Mouse	2037	1083	40	1533	1004	499	980
mDDR_3677	Mouse	2934	2071	57	3626	2495	804	2440
mDDR_3678	Mouse	1375	711	28	1413	837	400	1254
mDDR_3679	Mouse	2443	1509	49	2535	1978	951	1808
mDDR_3680	Mouse	987	565	13	590	678	300	917
mDDR_3681	Mouse	2399	2039	35	2425	1872	816	1811
mDDR_3682	Mouse	3172	1998	31	2285	1217	583	1658
mDDR_3683	Mouse	746	392	11	636	694	289	594
mDDR_3684	Mouse	423	180	10	237	362	88	406
mDDR_3685	Mouse	1780	1053	31	1617	1659	393	1069
mDDR_3686	Mouse	3113	1514	37	1898	1528	775	1179
mDDR_3687	Mouse	2051	1316	42	2522	1550	598	1367
mDDR_3688	Mouse	306	184	9	745	327	150	257
mDDR_3689	Mouse	2268	1825	29	2492	1785	678	1354
mDDR_3690	Mouse	2333	1491	47	3501	2045	701	1714
mDDR_3691	Mouse	1253	700	24	1056	1404	215	941
mDDR_3692	Mouse	1967	531	10	1136	938	260	473
mDDR_3693	Mouse	1373	919	25	1322	1199	261	986
mDDR_3694	Mouse	1531	805	14	1801	1293	437	948
mDDR_3695	Mouse	2533	1204	48	2099	1463	894	1362
mDDR_3696	Mouse	2184	894	38	2086	1667	849	1712
mDDR_3697	Mouse	1822	942	32	1457	1665	715	1129
mDDR_3698	Mouse	1832	1463	37	1870	1494	562	1584
mDDR_3699	Mouse	4111	2910	60	3341	3104	1004	2162
mDDR_3700	Mouse	2187	966	28	2027	2196	451	1546
mDDR_3701	Mouse	1287	304	13	594	519	311	535
mDDR_3702	Mouse	1602	581	21	1119	914	418	892
mDDR_3703	Mouse	3707	2465	49	3669	2871	1091	2714
mDDR_3704	Mouse	2850	1605	64	3772	2651	991	2884
mDDR_3705	Mouse	930	349	13	1062	420	297	572
mDDR_3706	Mouse	307	165	7	302	260	118	216
mDDR_3707	Mouse	2226	596	40	1421	895	337	738
mDDR_3708	Mouse	1241	1016	24	1386	1226	408	984
mDDR_3709	Mouse	247	293	4	711	20	16	32
mDDR_3710	Mouse	1670	579	19	575	1188	269	1058
mDDR_3711	Mouse	3411	2115	77	4563	3057	1073	2602
mDDR_3712	Mouse	2726	1158	21	1881	1209	648	1381
mDDR_3713	Mouse	637	246	8	1052	481	350	667
mDDR_3714	Mouse	1462	545	23	2050	1020	394	975
mDDR_3715	Mouse	3310	830	29	1810	1281	667	1238
mDDR_3716	Mouse	1085	393	16	746	791	306	991
mDDR_3717	Mouse	2682	2012	35	2924	2595	750	2047
mDDR_3718	Mouse	1582	632	24	1237	1112	357	795
mDDR_3719	Mouse	2043	741	34	2325	1717	758	1460
mDDR_3720	Mouse	1651	688	35	1885	1245	441	954
mDDR_3721	Mouse	1938	1168	16	1931	1167	666	1197
mDDR_3722	Mouse	3065	1678	40	3543	2774	1137	2215
mDDR_3723	Mouse	2378	1563	30	1838	1806	882	1617
mDDR_3724	Mouse	592	102	11	688	858	196	362
mDDR_3725	Mouse	947	675	19	2390	1333	461	771
mDDR_3726	Mouse	684	600	11	787	614	234	469
mDDR_3727	Mouse	2769	1656	43	2393	1968	918	1793
mDDR_3728	Mouse	1689	649	19	1138	1115	446	969
mDDR_3729	Mouse	2855	1832	38	2449	1999	1050	2029
mDDR_3730	Mouse	2934	1955	81	2579	3175	1007	2583
mDDR_3731	Mouse	1409	1342	27	1320	946	441	1044
mDDR_3732	Mouse	2356	938	28	1535	1202	570	1257
mDDR_3733	Mouse	3529	1965	48	3182	2493	890	1873
mDDR_3734	Mouse	3367	2194	48	2681	2238	1110	2303
mDDR_3735	Mouse	3126	435	17	1190	1395	391	933
mDDR_3736	Mouse	3304	2638	59	4324	3677	995	2736
mDDR_3737	Mouse	1839	654	46	1622	1544	783	1561
mDDR_3738	Mouse	1041	863	17	925	756	360	949
mDDR_3739	Mouse	2452	1244	34	2264	1515	526	1550
mDDR_3740	Mouse	1510	761	19	1443	725	291	760
mDDR_3741	Mouse	3088	675	15	1671	1157	225	957
mDDR_3742	Mouse	2607	2249	60	2733	2623	872	1880
mDDR_3743	Mouse	2323	1887	40	2843	1916	740	2037
mDDR_3744	Mouse	1222	235	16	1781	1004	407	1024
mDDR_3745	Mouse	2177	855	47	2874	1871	748	1422
mDDR_3746	Mouse	2940	1196	35	2673	2054	576	1997
mDDR_3747	Mouse	2209	1173	40	1605	1535	797	1350
mDDR_3748	Mouse	2575	1645	44	2481	2235	809	2004
mDDR_3749	Mouse	4049	2208	48	3616	3178	1147	2803
mDDR_3750	Mouse	1813	931	24	2216	1454	449	1354
mDDR_3751	Mouse	4766	2802	62	4487	3672	1117	3007
mDDR_3752	Mouse	680	236	6	1121	507	159	505
mDDR_3753	Mouse	3221	1405	36	2805	2112	705	1742
mDDR_3754	Mouse	1777	842	30	1951	1148	634	1353
mDDR_3755	Mouse	1486	347	17	1499	1051	396	1316
mDDR_3756	Mouse	2083	1131	54	2619	2217	644	1769
mDDR_3757	Mouse	2080	872	26	1991	1247	427	1300
mDDR_3758	Mouse	2353	1735	55	2955	2126	603	1677
mDDR_3759	Mouse	1592	640	22	870	872	442	972
mDDR_3760	Mouse	1145	785	11	1082	350	98	414
mDDR_3761	Mouse	2877	1909	47	2890	2299	743	2204
mDDR_3762	Mouse	3653	1081	55	2481	1376	727	1712
mDDR_3763	Mouse	1179	1084	36	1916	1004	474	1115
mDDR_3764	Mouse	4082	2475	77	3508	3616	1137	2857
mDDR_3765	Mouse	2272	1087	17	1839	1877	574	1363
mDDR_3766	Mouse	2540	1048	36	1928	2138	765	1764
mDDR_3767	Mouse	1576	806	26	2047	1459	521	998
mDDR_3768	Mouse	1009	632	12	742	856	359	867
mDDR_3769	Mouse	2316	1152	40	2105	1658	601	1490
mDDR_3770	Mouse	2122	1358	32	2342	1849	656	1608
mDDR_3771	Mouse	2635	1918	45	3692	2307	1139	2479
mDDR_3772	Mouse	3796	2484	57	2910	2609	893	2030
mDDR_3773	Mouse	2096	1443	39	2215	1492	836	1523
mDDR_3774	Mouse	2368	1624	39	2623	2413	901	2202
mDDR_3775	Mouse	2255	1844	54	2487	1753	483	1472
mDDR_3776	Mouse	1647	613	28	1168	998	346	653
mDDR_3777	Mouse	1950	1183	32	1882	1838	699	1491
mDDR_3778	Mouse	4653	2744	59	5221	3553	1222	3219
mDDR_3779	Mouse	3280	1797	42	2475	2016	947	2000
mDDR_3780	Mouse	529	438	14	560	840	268	522
mDDR_3781	Mouse	123	151	2	189	66	71	135
mDDR_3782	Mouse	2235	1506	28	2285	1369	539	1135
mDDR_3783	Mouse	1785	261	20	953	749	231	633
mDDR_3784	Mouse	1981	1326	49	2303	1440	602	1359
mDDR_3785	Mouse	903	513	14	585	694	320	848
mDDR_3786	Mouse	2679	849	38	3138	2965	824	2087
mDDR_3787	Mouse	1696	1330	19	2302	1560	513	1285
mDDR_3788	Mouse	3986	2922	45	3444	4002	1146	2556
mDDR_3789	Mouse	660	411	15	994	537	226	468
mDDR_3790	Mouse	1257	659	33	805	1193	413	1000
mDDR_3791	Mouse	3395	2449	63	4074	3146	1326	2548
mDDR_3792	Mouse	3704	1834	59	3277	3226	960	2120
mDDR_3793	Mouse	1675	1235	27	1930	1367	725	1492
mDDR_3794	Mouse	1158	577	25	826	639	312	737
mDDR_3795	Mouse	270	177	7	130	150	54	129
mDDR_3796	Mouse	4112	2185	47	2678	2754	969	1935
mDDR_3797	Mouse	1859	815	31	1304	1604	562	1267
mDDR_3798	Mouse	2216	1441	47	2883	1805	621	1703
mDDR_3799	Mouse	2232	1642	34	3186	2358	785	1982
mDDR_3800	Mouse	2172	829	30	986	1113	366	1212
mDDR_3801	Mouse	2125	1058	27	1956	956	495	903
mDDR_3802	Mouse	2699	1818	48	2569	2438	1060	2333
mDDR_3803	Mouse	2007	1149	41	1152	1323	408	1111
mDDR_3804	Mouse	2403	1136	27	2634	2162	569	1744
mDDR_3805	Mouse	2628	1774	41	3771	2421	875	2102
mDDR_3806	Mouse	470	153	17	828	794	126	469
mDDR_3807	Mouse	2390	1822	31	3130	1445	601	1309
mDDR_3808	Mouse	1325	744	24	1375	1059	526	703
mDDR_3809	Mouse	806	456	17	1269	1176	233	519
mDDR_3810	Mouse	2939	1625	47	3610	2335	970	2245
mDDR_3811	Mouse	1112	748	13	1194	1003	425	760
mDDR_3812	Mouse	990	404	10	697	432	221	454
mDDR_3813	Mouse	1540	671	17	1542	1061	400	861
mDDR_3814	Mouse	1752	745	22	2180	1328	551	1127
mDDR_3815	Mouse	1406	724	24	1590	1290	533	949
mDDR_3816	Mouse	2560	976	42	1672	1429	639	1110
mDDR_3817	Mouse	1239	601	15	1180	1034	399	916
mDDR_3818	Mouse	2561	945	38	2558	1975	712	2039
mDDR_3819	Mouse	548	441	11	619	524	161	508
mDDR_3820	Mouse	1789	1370	43	1698	1418	607	1396
mDDR_3821	Mouse	689	410	7	817	391	220	427
mDDR_3822	Mouse	3160	2342	76	5021	2744	1041	2460
mDDR_3823	Mouse	3321	2979	55	2747	2151	973	2016
mDDR_3824	Mouse	1954	717	27	1436	1305	421	1023
mDDR_3825	Mouse	1672	1332	44	1763	1396	429	1293
mDDR_3826	Mouse	2167	952	32	1937	933	510	1403
mDDR_3827	Mouse	1768	1077	38	1544	1745	526	1078
mDDR_3828	Mouse	2093	875	32	1691	2041	522	1317
mDDR_3829	Mouse	1708	798	15	925	724	132	475
mDDR_3830	Mouse	2905	1655	35	3050	2003	676	1868
mDDR_3831	Mouse	2245	1599	46	2653	1598	704	1634
mDDR_3832	Mouse	2575	1345	49	2835	1550	783	1546
mDDR_3833	Mouse	3100	1781	57	3270	2969	1055	2300
mDDR_3834	Mouse	1579	1211	34	1291	1292	425	1318
mDDR_3835	Mouse	967	318	12	95	271	80	190
mDDR_3836	Mouse	3010	1247	31	2791	1920	797	1853
mDDR_3837	Mouse	2992	1300	72	3029	2531	834	1841
mDDR_3838	Mouse	2773	1425	36	2420	2020	710	1377
mDDR_3839	Mouse	1107	541	19	1282	919	312	801
mDDR_3840	Mouse	3095	614	23	2188	1288	492	1102
mDDR_3841	Mouse	3164	2085	53	2787	2870	857	2147
mDDR_3842	Mouse	1430	482	22	1334	1066	498	880
mDDR_3843	Mouse	3394	2438	78	4299	2886	1054	2625
mDDR_3844	Mouse	1992	1006	35	2429	1840	931	1522
mDDR_3845	Mouse	3721	3108	95	6051	4393	1719	4010
mDDR_3846	Mouse	4046	1782	54	4726	3563	1300	2914
mDDR_3847	Mouse	1434	1075	22	2395	1648	500	1020
mDDR_3848	Mouse	2593	849	44	2801	1575	743	1389
mDDR_3849	Mouse	2790	1729	38	2630	2030	670	1758
mDDR_3850	Mouse	1413	454	13	1680	1151	325	769
mDDR_3851	Mouse	1365	1332	42	1470	1165	679	766
mDDR_3852	Mouse	739	113	14	133	253	106	311
mDDR_3853	Mouse	1987	1187	40	2131	1449	566	1670
mDDR_3854	Mouse	1010	1052	21	951	914	338	661
mDDR_3855	Mouse	2780	1971	47	3769	2564	797	2582
mDDR_3856	Mouse	4453	2513	66	3199	2622	1259	2678
mDDR_3857	Mouse	1887	1134	21	1420	1066	450	1096
mDDR_3858	Mouse	1812	1038	18	1738	1358	552	1189
mDDR_3859	Mouse	1792	946	34	1689	904	263	813
mDDR_3860	Mouse	1436	1077	32	1608	1335	608	1266
mDDR_3861	Mouse	2144	922	32	1335	1443	593	1444
mDDR_3862	Mouse	2605	436	16	989	995	311	712
mDDR_3863	Mouse	2535	798	15	1593	1328	616	1009
