guide	gene	SUM149PT_T0	SUM149PT_T7_UT	SUM149PT_T7_OLA	CAPAN1_T0	CAPAN1_T7_UT	CAPAN1_T7_OLA
TET3_e8_90.2	TET3	179	137	37	228	398	255
TET3_e8_90.5	TET3	676	1157	329	895	896	1254
TET3_e8_90.9	TET3	512	505	189	571	371	808
TET3_e9_138.0	TET3	129	940	259	326	258	596
TET3_e9_138.1	TET3	175	259	36	319	155	428
TET3_e9_138.2	TET3	398	474	634	428	271	540
TIP60_e10_94.0	TIP60	606	14	114	755	98	206
TIP60_e10_94.13	TIP60	374	0	0	328	110	225
TIP60_e10_94.5	TIP60	351	7	0	327	10	73
TIP60_e10_94.6	TIP60	199	0	0	315	35	85
TIP60_e10_94.8	TIP60	72	0	0	45	53	5
TRIM24_BD_e17_75.0	TRIM24	509	1261	560	516	497	1140
TRIM24_BD_e17_75.1	TRIM24	166	208	181	173	146	323
TRIM24_BD_e17_75.2	TRIM24	315	452	460	364	382	776
TRIM24_BD_e18_150.2	TRIM24	395	627	943	676	494	795
TRIM24_BD_e18_150.4	TRIM24	796	963	1195	651	704	1362
TRIM24_BD_e19_86.0	TRIM24	407	236	314	414	254	606
TRIM24_BD_e19_86.1	TRIM24	161	161	598	161	337	361
TRIM24_BD_e19_86.2	TRIM24	439	256	443	602	715	538
TRIM28_BD_e15_87.1	TRIM28	91	84	138	113	12	55
TRIM28_BD_e15_87.2	TRIM28	202	493	219	185	260	369
TRIM28_BD_e15_87.9	TRIM28	231	897	59	256	139	242
TRIM28_BD_e16_138.19	TRIM28	11	0	0	14	0	13
TRIM28_BD_e16_138.20	TRIM28	233	339	229	255	164	157
TRIM28_BD_e16_138.7	TRIM28	651	768	663	670	355	340
TRIM28_BD_e17_79.1	TRIM28	97	187	239	210	133	347
TRIM28_BD_e17_79.2	TRIM28	320	321	414	452	296	1016
TRIM28_BD_e17_79.3	TRIM28	70	59	76	287	86	342
TRIM33_BD_e17_75.0	TRIM33	276	109	49	210	293	317
TRIM33_BD_e17_75.1	TRIM33	398	71	93	367	181	930
TRIM33_BD_e17_75.2	TRIM33	366	587	228	360	183	737
TRIM33_BD_e18_153.13	TRIM33	279	240	72	356	199	333
TRIM33_BD_e18_153.5	TRIM33	303	316	405	358	519	676
TRIM33_BD_e18_153.8	TRIM33	592	992	861	682	574	1001
TRIM33_BD_e20_79.0	TRIM33	112	158	35	149	74	253
TRIM66_BD_e17_75.0	TRIM66	575	282	650	683	827	1435
TRIM66_BD_e17_75.1	TRIM66	331	178	413	277	416	1007
TRIM66_BD_e17_75.4	TRIM66	415	315	306	512	438	423
TRIM66_BD_e18_153.17	TRIM66	322	483	397	378	482	373
TRIM66_BD_e18_153.20	TRIM66	264	330	242	313	214	822
TRIM66_BD_e18_153.3	TRIM66	804	405	606	902	632	1389
TRIM66_BD_e19_79.5	TRIM66	405	240	227	302	268	539
TRIM66_BD_e19_79.6	TRIM66	306	395	280	467	600	603
TRIM66_BD_e19_79.7	TRIM66	334	729	722	519	573	1223
TTF2_D_e10_120.6	TTF2	212	199	56	368	197	132
TTF2_D_e11_151.10	TTF2	254	175	66	311	169	116
TTF2_D_e12_106.0	TTF2	315	217	104	398	130	310
TTF2_D_e13_158.13	TTF2	280	406	409	443	74	137
TTF2_D_e20_151.8	TTF2	310	189	113	518	94	95
TTF2_D_e21_83.3	TTF2	272	100	63	413	64	194
TTF2_D_e22_75.1	TTF2	219	32	162	250	129	107
UTY_e25_115.1	UTY	241	262	441	319	366	825
UTY_e25_115.4	UTY	383	1092	318	383	450	1018
UTY_e25_115.5	UTY	431	539	461	545	481	1271
UTY_e25_115.6	UTY	478	597	991	698	645	1802
UTY_e25_115.7	UTY	459	769	1092	563	557	1348
ZMYND11_BD_e5_50.0	ZMYND11	287	440	116	538	592	1640
ZMYND11_BD_e5_50.1	ZMYND11	333	467	352	425	452	616
ZMYND11_BD_e6_93.3	ZMYND11	386	172	186	508	737	1309
ZMYND11_BD_e6_93.5	ZMYND11	185	483	59	249	295	524
ZMYND11_BD_e7_88.0	ZMYND11	593	612	444	582	757	1440
ZMYND11_BD_e7_88.1	ZMYND11	406	309	531	560	678	846
ZMYND11_BD_e8_56.0	ZMYND11	323	373	344	417	654	1108
ZMYND8_BD_e5_59.3	ZMYND8	344	98	58	421	123	642
ZMYND8_BD_e5_59.4	ZMYND8	91	63	16	158	14	64
ZMYND8_BD_e6_93.0	ZMYND8	395	956	179	791	574	515
ZMYND8_BD_e6_93.11	ZMYND8	13	55	14	11	2	1
ZMYND8_BD_e6_93.6	ZMYND8	18	9	0	12	20	1
ZMYND8_BD_e7_88.1	ZMYND8	306	44	87	389	106	48
ZMYND8_BD_e7_88.2	ZMYND8	416	228	114	381	555	656
ZMYND8_BD_e7_88.6	ZMYND8	184	419	42	233	102	383
